trial,time,depot_id,drone_ids,lat,lon,num_drones
27,7,5,dn13;dn14;dn15,37.739611,-122.492203,3
27,8,1,dn1;dn2;dn3,37.774524,-122.473656,3
27,8,2,dn4;dn5;dn6,37.751751,-122.410654,3
27,8,3,dn7;dn8;dn9,37.718779,-122.462401,3
27,8,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,8,5,dn13;dn14;dn15,37.739611,-122.492203,3
27,12,1,dn1,37.774524,-122.473656,1
27,12,2,dn4,37.751751,-122.410654,1
27,14,1,dn2,37.774524,-122.473656,1
27,14,5,dn14,37.739611,-122.492203,1
27,16,3,dn8,37.718779,-122.462401,1
27,16,5,dn13,37.739611,-122.492203,1
27,18,2,dn5;dn6,37.751751,-122.410654,2
27,18,3,dn8,37.718779,-122.462401,1
27,20,4,dn10,37.78929,-122.426797,1
27,20,5,dn15,37.739611,-122.492203,1
27,22,5,dn13;dn14,37.739611,-122.492203,2
27,23,5,dn14,37.739611,-122.492203,1
27,24,1,dn3,37.774524,-122.473656,1
27,24,5,dn14,37.739611,-122.492203,1
27,26,1,dn2,37.774524,-122.473656,1
27,26,3,dn7,37.718779,-122.462401,1
27,26,4,dn11,37.78929,-122.426797,1
27,27,1,dn2,37.774524,-122.473656,1
27,27,3,dn7,37.718779,-122.462401,1
27,27,4,dn11,37.78929,-122.426797,1
27,28,1,dn1;dn2,37.774524,-122.473656,2
27,28,3,dn7,37.718779,-122.462401,1
27,28,4,dn10;dn11,37.78929,-122.426797,2
27,29,1,dn2,37.774524,-122.473656,1
27,29,3,dn7,37.718779,-122.462401,1
27,29,4,dn10;dn11,37.78929,-122.426797,2
27,30,1,dn2,37.774524,-122.473656,1
27,30,2,dn4,37.751751,-122.410654,1
27,30,3,dn7,37.718779,-122.462401,1
27,30,4,dn10;dn11,37.78929,-122.426797,2
27,30,5,dn13,37.739611,-122.492203,1
27,31,1,dn2,37.774524,-122.473656,1
27,31,2,dn4,37.751751,-122.410654,1
27,31,3,dn7,37.718779,-122.462401,1
27,31,4,dn10;dn11,37.78929,-122.426797,2
27,32,1,dn2,37.774524,-122.473656,1
27,32,2,dn4,37.751751,-122.410654,1
27,32,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,33,1,dn2,37.774524,-122.473656,1
27,33,2,dn4,37.751751,-122.410654,1
27,33,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,34,1,dn2,37.774524,-122.473656,1
27,34,2,dn4;dn5;dn6,37.751751,-122.410654,3
27,34,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,35,1,dn2,37.774524,-122.473656,1
27,35,2,dn5;dn6,37.751751,-122.410654,2
27,35,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,36,1,dn2;dn3,37.774524,-122.473656,2
27,36,2,dn5;dn6,37.751751,-122.410654,2
27,36,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,36,5,dn15,37.739611,-122.492203,1
27,37,1,dn2,37.774524,-122.473656,1
27,37,2,dn5;dn6,37.751751,-122.410654,2
27,37,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,38,1,dn2,37.774524,-122.473656,1
27,38,2,dn5;dn6,37.751751,-122.410654,2
27,38,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,39,2,dn5,37.751751,-122.410654,1
27,39,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,40,2,dn5,37.751751,-122.410654,1
27,40,3,dn8;dn9,37.718779,-122.462401,2
27,40,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,40,5,dn14,37.739611,-122.492203,1
27,41,2,dn5,37.751751,-122.410654,1
27,41,3,dn9,37.718779,-122.462401,1
27,41,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,42,2,dn5,37.751751,-122.410654,1
27,42,3,dn9,37.718779,-122.462401,1
27,42,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,43,2,dn5,37.751751,-122.410654,1
27,43,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,44,2,dn5,37.751751,-122.410654,1
27,44,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,45,2,dn5,37.751751,-122.410654,1
27,45,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,46,1,dn1,37.774524,-122.473656,1
27,46,2,dn4,37.751751,-122.410654,1
27,46,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,47,1,dn1,37.774524,-122.473656,1
27,47,2,dn4,37.751751,-122.410654,1
27,47,3,dn7,37.718779,-122.462401,1
27,47,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,47,5,dn13,37.739611,-122.492203,1
27,48,1,dn1,37.774524,-122.473656,1
27,48,2,dn4,37.751751,-122.410654,1
