timestep,drone,package,earliest_time_attempt,latest_time_attemp,success_return
0.0,dn1,pkg1,8.0,18.0,32
0.0,dn1,pkg2,8.0,17.0,20
0.0,dn1,pkg3,8.0,15.0,27
0.0,dn1,pkg4,8.0,16.0,29
0.0,dn1,pkg5,10.0,19.0,33
0.0,dn1,pkg6,9.0,18.0,23
0.0,dn1,pkg7,7.0,15.0,17
0.0,dn1,pkg8,8.0,14.0,15
0.0,dn1,pkg9,5.0,12.0,24
0.0,dn1,pkg10,7.0,17.0,36
0.0,dn1,pkg11,8.0,15.0,30
0.0,dn1,pkg12,10.0,17.0,31
0.0,dn1,pkg13,5.0,14.0,30
0.0,dn1,pkg14,9.0,15.0,22
0.0,dn1,pkg15,7.0,16.0,25
0.0,dn1,pkg16,5.0,12.0,19
0.0,dn1,pkg17,6.0,13.0,29
0.0,dn1,pkg18,10.0,18.0,26
0.0,dn1,pkg19,6.0,15.0,21
0.0,dn1,pkg20,9.0,19.0,34
0.0,dn1,pkg21,6.0,12.0,27
0.0,dn1,pkg22,9.0,19.0,32
0.0,dn2,pkg1,8.0,18.0,32
0.0,dn2,pkg2,8.0,17.0,20
0.0,dn2,pkg3,8.0,15.0,27
0.0,dn2,pkg4,8.0,16.0,29
0.0,dn2,pkg5,10.0,19.0,33
0.0,dn2,pkg6,9.0,18.0,23
0.0,dn2,pkg7,7.0,15.0,17
0.0,dn2,pkg8,8.0,14.0,15
0.0,dn2,pkg9,5.0,12.0,24
0.0,dn2,pkg10,7.0,17.0,36
0.0,dn2,pkg11,8.0,15.0,30
0.0,dn2,pkg12,10.0,17.0,31
0.0,dn2,pkg13,5.0,14.0,30
0.0,dn2,pkg14,9.0,15.0,22
0.0,dn2,pkg15,7.0,16.0,25
0.0,dn2,pkg16,5.0,12.0,19
0.0,dn2,pkg17,6.0,13.0,29
0.0,dn2,pkg18,10.0,18.0,26
0.0,dn2,pkg19,6.0,15.0,21
0.0,dn2,pkg20,9.0,19.0,34
0.0,dn2,pkg21,6.0,12.0,27
0.0,dn2,pkg22,9.0,19.0,32
0.0,dn3,pkg1,8.0,18.0,32
0.0,dn3,pkg2,8.0,17.0,20
0.0,dn3,pkg3,8.0,15.0,27
0.0,dn3,pkg4,8.0,16.0,29
0.0,dn3,pkg5,10.0,19.0,33
0.0,dn3,pkg6,9.0,18.0,23
0.0,dn3,pkg7,7.0,15.0,17
0.0,dn3,pkg8,8.0,14.0,15
0.0,dn3,pkg9,5.0,12.0,24
0.0,dn3,pkg10,7.0,17.0,36
0.0,dn3,pkg11,8.0,15.0,30
0.0,dn3,pkg12,10.0,17.0,31
0.0,dn3,pkg13,5.0,14.0,30
0.0,dn3,pkg14,9.0,15.0,22
0.0,dn3,pkg15,7.0,16.0,25
0.0,dn3,pkg16,5.0,12.0,19
0.0,dn3,pkg17,6.0,13.0,29
0.0,dn3,pkg18,10.0,18.0,26
0.0,dn3,pkg19,6.0,15.0,21
0.0,dn3,pkg20,9.0,19.0,34
0.0,dn3,pkg21,6.0,12.0,27
0.0,dn3,pkg22,9.0,19.0,32
0.0,dn4,pkg1,8.0,18.0,28
0.0,dn4,pkg2,8.0,17.0,30
0.0,dn4,pkg3,8.0,15.0,26
0.0,dn4,pkg4,8.0,16.0,18
0.0,dn4,pkg5,10.0,19.0,38
0.0,dn4,pkg6,9.0,18.0,36
0.0,dn4,pkg7,7.0,15.0,30
0.0,dn4,pkg8,8.0,14.0,27
0.0,dn4,pkg9,5.0,12.0,25
0.0,dn4,pkg10,7.0,17.0,26
0.0,dn4,pkg11,8.0,15.0,24
0.0,dn4,pkg12,10.0,17.0,19
0.0,dn4,pkg13,5.0,14.0,25
0.0,dn4,pkg14,9.0,15.0,34
0.0,dn4,pkg15,7.0,16.0,34
0.0,dn4,pkg16,5.0,12.0,23
0.0,dn4,pkg17,6.0,13.0,16
0.0,dn4,pkg18,10.0,18.0,28
0.0,dn4,pkg19,6.0,15.0,29
0.0,dn4,pkg20,9.0,19.0,36
0.0,dn4,pkg21,6.0,12.0,21
0.0,dn4,pkg22,9.0,19.0,22
0.0,dn5,pkg1,8.0,18.0,28
0.0,dn5,pkg2,8.0,17.0,30
0.0,dn5,pkg3,8.0,15.0,26
0.0,dn5,pkg4,8.0,16.0,18
0.0,dn5,pkg5,10.0,19.0,38
0.0,dn5,pkg6,9.0,18.0,36
0.0,dn5,pkg7,7.0,15.0,30
0.0,dn5,pkg8,8.0,14.0,27
0.0,dn5,pkg9,5.0,12.0,25
0.0,dn5,pkg10,7.0,17.0,26
0.0,dn5,pkg11,8.0,15.0,24
0.0,dn5,pkg12,10.0,17.0,19
0.0,dn5,pkg13,5.0,14.0,25
0.0,dn5,pkg14,9.0,15.0,34
0.0,dn5,pkg15,7.0,16.0,34
0.0,dn5,pkg16,5.0,12.0,23
0.0,dn5,pkg17,6.0,13.0,16
0.0,dn5,pkg18,10.0,18.0,28
0.0,dn5,pkg19,6.0,15.0,29
0.0,dn5,pkg20,9.0,19.0,36
0.0,dn5,pkg21,6.0,12.0,21
0.0,dn5,pkg22,9.0,19.0,22
0.0,dn6,pkg1,8.0,18.0,28
0.0,dn6,pkg2,8.0,17.0,30
0.0,dn6,pkg3,8.0,15.0,26
0.0,dn6,pkg4,8.0,16.0,18
0.0,dn6,pkg5,10.0,19.0,38
0.0,dn6,pkg6,9.0,18.0,36
0.0,dn6,pkg7,7.0,15.0,30
0.0,dn6,pkg8,8.0,14.0,27
0.0,dn6,pkg9,5.0,12.0,25
0.0,dn6,pkg10,7.0,17.0,26
0.0,dn6,pkg11,8.0,15.0,24
0.0,dn6,pkg12,10.0,17.0,19
0.0,dn6,pkg13,5.0,14.0,25
0.0,dn6,pkg14,9.0,15.0,34
0.0,dn6,pkg15,7.0,16.0,34
0.0,dn6,pkg16,5.0,12.0,23
0.0,dn6,pkg17,6.0,13.0,16
0.0,dn6,pkg18,10.0,18.0,28
0.0,dn6,pkg19,6.0,15.0,29
0.0,dn6,pkg20,9.0,19.0,36
0.0,dn6,pkg21,6.0,12.0,21
0.0,dn6,pkg22,9.0,19.0,22
0.0,dn7,pkg1,8.0,18.0,21
0.0,dn7,pkg2,8.0,17.0,28
0.0,dn7,pkg3,8.0,15.0,18
0.0,dn7,pkg4,8.0,16.0,28
0.0,dn7,pkg5,10.0,19.0,27
0.0,dn7,pkg6,9.0,18.0,34
0.0,dn7,pkg7,7.0,15.0,29
0.0,dn7,pkg8,8.0,14.0,27
0.0,dn7,pkg9,5.0,12.0,14
0.0,dn7,pkg10,7.0,17.0,28
0.0,dn7,pkg11,8.0,15.0,36
0.0,dn7,pkg12,10.0,17.0,30
0.0,dn7,pkg13,5.0,14.0,18
0.0,dn7,pkg14,9.0,15.0,35
0.0,dn7,pkg15,7.0,16.0,28
0.0,dn7,pkg16,5.0,12.0,20
0.0,dn7,pkg17,6.0,13.0,27
0.0,dn7,pkg18,10.0,18.0,25
0.0,dn7,pkg19,6.0,15.0,25
0.0,dn7,pkg20,9.0,19.0,24
0.0,dn7,pkg21,6.0,12.0,17
0.0,dn7,pkg22,9.0,19.0,29
0.0,dn8,pkg1,8.0,18.0,21
0.0,dn8,pkg2,8.0,17.0,28
0.0,dn8,pkg3,8.0,15.0,18
0.0,dn8,pkg4,8.0,16.0,28
0.0,dn8,pkg5,10.0,19.0,27
0.0,dn8,pkg6,9.0,18.0,34
0.0,dn8,pkg7,7.0,15.0,29
0.0,dn8,pkg8,8.0,14.0,27
0.0,dn8,pkg9,5.0,12.0,14
0.0,dn8,pkg10,7.0,17.0,28
0.0,dn8,pkg11,8.0,15.0,36
0.0,dn8,pkg12,10.0,17.0,30
0.0,dn8,pkg13,5.0,14.0,18
0.0,dn8,pkg14,9.0,15.0,35
0.0,dn8,pkg15,7.0,16.0,28
0.0,dn8,pkg16,5.0,12.0,20
0.0,dn8,pkg17,6.0,13.0,27
0.0,dn8,pkg18,10.0,18.0,25
0.0,dn8,pkg19,6.0,15.0,25
0.0,dn8,pkg20,9.0,19.0,24
0.0,dn8,pkg21,6.0,12.0,17
0.0,dn8,pkg22,9.0,19.0,29
0.0,dn9,pkg1,8.0,18.0,21
0.0,dn9,pkg2,8.0,17.0,28
0.0,dn9,pkg3,8.0,15.0,18
0.0,dn9,pkg4,8.0,16.0,28
0.0,dn9,pkg5,10.0,19.0,27
0.0,dn9,pkg6,9.0,18.0,34
0.0,dn9,pkg7,7.0,15.0,29
0.0,dn9,pkg8,8.0,14.0,27
0.0,dn9,pkg9,5.0,12.0,14
0.0,dn9,pkg10,7.0,17.0,28
0.0,dn9,pkg11,8.0,15.0,36
0.0,dn9,pkg12,10.0,17.0,30
0.0,dn9,pkg13,5.0,14.0,18
0.0,dn9,pkg14,9.0,15.0,35
0.0,dn9,pkg15,7.0,16.0,28
0.0,dn9,pkg16,5.0,12.0,20
0.0,dn9,pkg17,6.0,13.0,27
0.0,dn9,pkg18,10.0,18.0,25
0.0,dn9,pkg19,6.0,15.0,25
0.0,dn9,pkg20,9.0,19.0,24
0.0,dn9,pkg21,6.0,12.0,17
0.0,dn9,pkg22,9.0,19.0,29
0.0,dn10,pkg1,8.0,18.0,35
0.0,dn10,pkg2,8.0,17.0,28
0.0,dn10,pkg3,8.0,15.0,31
0.0,dn10,pkg4,8.0,16.0,27
0.0,dn10,pkg5,10.0,19.0,41
0.0,dn10,pkg6,9.0,18.0,31
0.0,dn10,pkg7,7.0,15.0,26
0.0,dn10,pkg8,8.0,14.0,23
0.0,dn10,pkg9,5.0,12.0,30
0.0,dn10,pkg10,7.0,17.0,35
0.0,dn10,pkg11,8.0,15.0,21
0.0,dn10,pkg12,10.0,17.0,28
0.0,dn10,pkg13,5.0,14.0,32
0.0,dn10,pkg14,9.0,15.0,28
0.0,dn10,pkg15,7.0,16.0,34
0.0,dn10,pkg16,5.0,12.0,25
0.0,dn10,pkg17,6.0,13.0,25
0.0,dn10,pkg18,10.0,18.0,31
0.0,dn10,pkg19,6.0,15.0,29
0.0,dn10,pkg20,9.0,19.0,40
0.0,dn10,pkg21,6.0,12.0,29
0.0,dn10,pkg22,9.0,19.0,30
0.0,dn11,pkg1,8.0,18.0,35
0.0,dn11,pkg2,8.0,17.0,28
0.0,dn11,pkg3,8.0,15.0,31
0.0,dn11,pkg4,8.0,16.0,27
0.0,dn11,pkg5,10.0,19.0,41
0.0,dn11,pkg6,9.0,18.0,31
0.0,dn11,pkg7,7.0,15.0,26
0.0,dn11,pkg8,8.0,14.0,23
0.0,dn11,pkg9,5.0,12.0,30
0.0,dn11,pkg10,7.0,17.0,35
0.0,dn11,pkg11,8.0,15.0,21
0.0,dn11,pkg12,10.0,17.0,28
0.0,dn11,pkg13,5.0,14.0,32
0.0,dn11,pkg14,9.0,15.0,28
0.0,dn11,pkg15,7.0,16.0,34
0.0,dn11,pkg16,5.0,12.0,25
0.0,dn11,pkg17,6.0,13.0,25
0.0,dn11,pkg18,10.0,18.0,31
0.0,dn11,pkg19,6.0,15.0,29
0.0,dn11,pkg20,9.0,19.0,40
0.0,dn11,pkg21,6.0,12.0,29
0.0,dn11,pkg22,9.0,19.0,30
0.0,dn12,pkg1,8.0,18.0,35
0.0,dn12,pkg2,8.0,17.0,28
0.0,dn12,pkg3,8.0,15.0,31
0.0,dn12,pkg4,8.0,16.0,27
0.0,dn12,pkg5,10.0,19.0,41
0.0,dn12,pkg6,9.0,18.0,31
0.0,dn12,pkg7,7.0,15.0,26
0.0,dn12,pkg8,8.0,14.0,23
0.0,dn12,pkg9,5.0,12.0,30
0.0,dn12,pkg10,7.0,17.0,35
0.0,dn12,pkg11,8.0,15.0,21
0.0,dn12,pkg12,10.0,17.0,28
0.0,dn12,pkg13,5.0,14.0,32
0.0,dn12,pkg14,9.0,15.0,28
0.0,dn12,pkg15,7.0,16.0,34
0.0,dn12,pkg16,5.0,12.0,25
0.0,dn12,pkg17,6.0,13.0,25
0.0,dn12,pkg18,10.0,18.0,31
0.0,dn12,pkg19,6.0,15.0,29
0.0,dn12,pkg20,9.0,19.0,40
0.0,dn12,pkg21,6.0,12.0,29
0.0,dn12,pkg22,9.0,19.0,30
0.0,dn13,pkg1,8.0,18.0,28
0.0,dn13,pkg2,8.0,17.0,24
0.0,dn13,pkg3,8.0,15.0,23
0.0,dn13,pkg4,8.0,16.0,31
0.0,dn13,pkg5,10.0,19.0,24
0.0,dn13,pkg6,9.0,18.0,28
0.0,dn13,pkg7,7.0,15.0,24
0.0,dn13,pkg8,8.0,14.0,24
0.0,dn13,pkg9,5.0,12.0,18
0.0,dn13,pkg10,7.0,17.0,35
0.0,dn13,pkg11,8.0,15.0,37
0.0,dn13,pkg12,10.0,17.0,33
0.0,dn13,pkg13,5.0,14.0,25
0.0,dn13,pkg14,9.0,15.0,29
0.0,dn13,pkg15,7.0,16.0,20
0.0,dn13,pkg16,5.0,12.0,17
0.0,dn13,pkg17,6.0,13.0,31
0.0,dn13,pkg18,10.0,18.0,25
0.0,dn13,pkg19,6.0,15.0,19
0.0,dn13,pkg20,9.0,19.0,26
0.0,dn13,pkg21,6.0,12.0,24
0.0,dn13,pkg22,9.0,19.0,33
0.0,dn14,pkg1,8.0,18.0,28
0.0,dn14,pkg2,8.0,17.0,24
0.0,dn14,pkg3,8.0,15.0,23
0.0,dn14,pkg4,8.0,16.0,31
0.0,dn14,pkg5,10.0,19.0,24
0.0,dn14,pkg6,9.0,18.0,28
0.0,dn14,pkg7,7.0,15.0,24
0.0,dn14,pkg8,8.0,14.0,24
0.0,dn14,pkg9,5.0,12.0,18
0.0,dn14,pkg10,7.0,17.0,35
0.0,dn14,pkg11,8.0,15.0,37
0.0,dn14,pkg12,10.0,17.0,33
0.0,dn14,pkg13,5.0,14.0,25
0.0,dn14,pkg14,9.0,15.0,29
0.0,dn14,pkg15,7.0,16.0,20
0.0,dn14,pkg16,5.0,12.0,17
0.0,dn14,pkg17,6.0,13.0,31
0.0,dn14,pkg18,10.0,18.0,25
0.0,dn14,pkg19,6.0,15.0,19
0.0,dn14,pkg20,9.0,19.0,26
0.0,dn14,pkg21,6.0,12.0,24
0.0,dn14,pkg22,9.0,19.0,33
0.0,dn15,pkg1,8.0,18.0,28
0.0,dn15,pkg2,8.0,17.0,24
0.0,dn15,pkg3,8.0,15.0,23
0.0,dn15,pkg4,8.0,16.0,31
0.0,dn15,pkg5,10.0,19.0,24
0.0,dn15,pkg6,9.0,18.0,28
0.0,dn15,pkg7,7.0,15.0,24
0.0,dn15,pkg8,8.0,14.0,24
0.0,dn15,pkg9,5.0,12.0,18
0.0,dn15,pkg10,7.0,17.0,35
0.0,dn15,pkg11,8.0,15.0,37
0.0,dn15,pkg12,10.0,17.0,33
0.0,dn15,pkg13,5.0,14.0,25
0.0,dn15,pkg14,9.0,15.0,29
0.0,dn15,pkg15,7.0,16.0,20
0.0,dn15,pkg16,5.0,12.0,17
0.0,dn15,pkg17,6.0,13.0,31
0.0,dn15,pkg18,10.0,18.0,25
0.0,dn15,pkg19,6.0,15.0,19
0.0,dn15,pkg20,9.0,19.0,26
0.0,dn15,pkg21,6.0,12.0,24
0.0,dn15,pkg22,9.0,19.0,33
2.0,dn1,pkg23,9.0,16.0,29
2.0,dn2,pkg23,9.0,16.0,29
2.0,dn3,pkg23,9.0,16.0,29
2.0,dn4,pkg23,9.0,16.0,20
2.0,dn5,pkg23,9.0,16.0,20
2.0,dn6,pkg23,9.0,16.0,20
2.0,dn7,pkg23,9.0,16.0,32
2.0,dn8,pkg23,9.0,16.0,32
2.0,dn9,pkg23,9.0,16.0,32
2.0,dn10,pkg23,9.0,16.0,23
2.0,dn11,pkg23,9.0,16.0,23
2.0,dn12,pkg23,9.0,16.0,23
2.0,dn13,pkg23,9.0,16.0,34
2.0,dn14,pkg23,9.0,16.0,34
2.0,dn15,pkg23,9.0,16.0,34
3.0,dn1,pkg24,9.0,18.0,20
3.0,dn2,pkg24,9.0,18.0,20
3.0,dn3,pkg24,9.0,18.0,20
3.0,dn4,pkg24,9.0,18.0,33
3.0,dn5,pkg24,9.0,18.0,33
3.0,dn6,pkg24,9.0,18.0,33
3.0,dn7,pkg24,9.0,18.0,31
3.0,dn8,pkg24,9.0,18.0,31
3.0,dn9,pkg24,9.0,18.0,31
3.0,dn10,pkg24,9.0,18.0,30
3.0,dn11,pkg24,9.0,18.0,30
3.0,dn12,pkg24,9.0,18.0,30
3.0,dn13,pkg24,9.0,18.0,26
3.0,dn14,pkg24,9.0,18.0,26
3.0,dn15,pkg24,9.0,18.0,26
4.0,dn1,pkg25,11.0,17.0,27
4.0,dn2,pkg25,11.0,17.0,27
4.0,dn3,pkg25,11.0,17.0,27
4.0,dn4,pkg25,11.0,17.0,27
4.0,dn5,pkg25,11.0,17.0,27
4.0,dn6,pkg25,11.0,17.0,27
4.0,dn7,pkg25,11.0,17.0,22
4.0,dn8,pkg25,11.0,17.0,22
4.0,dn9,pkg25,11.0,17.0,22
4.0,dn10,pkg25,11.0,17.0,31
4.0,dn11,pkg25,11.0,17.0,31
4.0,dn12,pkg25,11.0,17.0,31
4.0,dn13,pkg25,11.0,17.0,25
4.0,dn14,pkg25,11.0,17.0,25
4.0,dn15,pkg25,11.0,17.0,25
5.0,dn1,pkg26,13.0,22.0,28
5.0,dn2,pkg26,13.0,22.0,28
5.0,dn3,pkg26,13.0,22.0,28
5.0,dn4,pkg26,13.0,22.0,41
5.0,dn5,pkg26,13.0,22.0,41
5.0,dn6,pkg26,13.0,22.0,41
5.0,dn7,pkg26,13.0,22.0,40
5.0,dn8,pkg26,13.0,22.0,40
5.0,dn9,pkg26,13.0,22.0,40
5.0,dn10,pkg26,13.0,22.0,36
5.0,dn11,pkg26,13.0,22.0,36
5.0,dn12,pkg26,13.0,22.0,36
5.0,dn13,pkg26,13.0,22.0,34
5.0,dn14,pkg26,13.0,22.0,34
5.0,dn15,pkg26,13.0,22.0,34
6.0,dn1,pkg27,11.0,16.0,22
6.0,dn2,pkg27,11.0,16.0,22
6.0,dn3,pkg27,11.0,16.0,22
6.0,dn4,pkg27,11.0,16.0,25
6.0,dn5,pkg27,11.0,16.0,25
6.0,dn6,pkg27,11.0,16.0,25
6.0,dn7,pkg27,11.0,16.0,25
6.0,dn8,pkg27,11.0,16.0,25
6.0,dn9,pkg27,11.0,16.0,25
6.0,dn10,pkg27,11.0,16.0,26
6.0,dn11,pkg27,11.0,16.0,26
6.0,dn12,pkg27,11.0,16.0,26
6.0,dn13,pkg27,11.0,16.0,24
6.0,dn14,pkg27,11.0,16.0,24
6.0,dn15,pkg27,11.0,16.0,24
12.0,dn1,pkg28,19.0,27.0,32
12.0,dn2,pkg28,19.0,27.0,32
12.0,dn3,pkg28,19.0,27.0,32
12.0,dn4,pkg28,19.0,27.0,36
12.0,dn5,pkg28,19.0,27.0,36
12.0,dn6,pkg28,19.0,27.0,36
12.0,dn7,pkg28,19.0,27.0,39
12.0,dn8,pkg28,19.0,27.0,39
12.0,dn9,pkg28,19.0,27.0,39
12.0,dn10,pkg28,19.0,27.0,35
12.0,dn11,pkg28,19.0,27.0,35
12.0,dn12,pkg28,19.0,27.0,35
12.0,dn13,pkg28,19.0,27.0,37
12.0,dn14,pkg28,19.0,27.0,37
12.0,dn15,pkg28,19.0,27.0,37
13.0,dn1,pkg29,18.0,24.0,29
13.0,dn2,pkg29,18.0,24.0,29
13.0,dn3,pkg29,18.0,24.0,29
13.0,dn4,pkg29,18.0,24.0,41
13.0,dn5,pkg29,18.0,24.0,41
13.0,dn6,pkg29,18.0,24.0,41
13.0,dn7,pkg29,18.0,24.0,42
13.0,dn8,pkg29,18.0,24.0,42
13.0,dn9,pkg29,18.0,24.0,42
13.0,dn10,pkg29,18.0,24.0,36
13.0,dn11,pkg29,18.0,24.0,36
13.0,dn12,pkg29,18.0,24.0,36
13.0,dn13,pkg29,18.0,24.0,37
13.0,dn14,pkg29,18.0,24.0,37
13.0,dn15,pkg29,18.0,24.0,37
14.0,dn1,pkg30,20.0,28.0,47
14.0,dn2,pkg30,20.0,28.0,47
14.0,dn3,pkg30,20.0,28.0,47
14.0,dn4,pkg30,20.0,28.0,38
14.0,dn5,pkg30,20.0,28.0,38
14.0,dn6,pkg30,20.0,28.0,38
14.0,dn7,pkg30,20.0,28.0,37
14.0,dn8,pkg30,20.0,28.0,37
14.0,dn9,pkg30,20.0,28.0,37
14.0,dn10,pkg30,20.0,28.0,47
14.0,dn11,pkg30,20.0,28.0,47
14.0,dn12,pkg30,20.0,28.0,47
14.0,dn13,pkg30,20.0,28.0,44
14.0,dn14,pkg30,20.0,28.0,44
14.0,dn15,pkg30,20.0,28.0,44
15.0,dn1,pkg31,20.0,25.0,37
15.0,dn2,pkg31,20.0,25.0,37
15.0,dn3,pkg31,20.0,25.0,37
15.0,dn4,pkg31,20.0,25.0,33
15.0,dn5,pkg31,20.0,25.0,33
15.0,dn6,pkg31,20.0,25.0,33
15.0,dn7,pkg31,20.0,25.0,31
15.0,dn8,pkg31,20.0,25.0,31
15.0,dn9,pkg31,20.0,25.0,31
15.0,dn10,pkg31,20.0,25.0,39
15.0,dn11,pkg31,20.0,25.0,39
15.0,dn12,pkg31,20.0,25.0,39
15.0,dn13,pkg31,20.0,25.0,35
15.0,dn14,pkg31,20.0,25.0,35
15.0,dn15,pkg31,20.0,25.0,35
17.0,dn1,pkg32,26.0,33.0,48
17.0,dn2,pkg32,26.0,33.0,48
17.0,dn3,pkg32,26.0,33.0,48
17.0,dn4,pkg32,26.0,33.0,47
17.0,dn5,pkg32,26.0,33.0,47
17.0,dn6,pkg32,26.0,33.0,47
17.0,dn7,pkg32,26.0,33.0,35
17.0,dn8,pkg32,26.0,33.0,35
17.0,dn9,pkg32,26.0,33.0,35
17.0,dn10,pkg32,26.0,33.0,53
17.0,dn11,pkg32,26.0,33.0,53
17.0,dn12,pkg32,26.0,33.0,53
17.0,dn13,pkg32,26.0,33.0,42
17.0,dn14,pkg32,26.0,33.0,42
17.0,dn15,pkg32,26.0,33.0,42
18.0,dn1,pkg33,28.0,36.0,44
18.0,dn2,pkg33,28.0,36.0,44
18.0,dn3,pkg33,28.0,36.0,44
18.0,dn4,pkg33,28.0,36.0,57
18.0,dn5,pkg33,28.0,36.0,57
18.0,dn6,pkg33,28.0,36.0,57
18.0,dn7,pkg33,28.0,36.0,55
18.0,dn8,pkg33,28.0,36.0,55
18.0,dn9,pkg33,28.0,36.0,55
18.0,dn10,pkg33,28.0,36.0,51
18.0,dn11,pkg33,28.0,36.0,51
18.0,dn12,pkg33,28.0,36.0,51
18.0,dn13,pkg33,28.0,36.0,49
18.0,dn14,pkg33,28.0,36.0,49
18.0,dn15,pkg33,28.0,36.0,49
24.0,dn1,pkg34,31.0,38.0,53
24.0,dn2,pkg34,31.0,38.0,53
24.0,dn3,pkg34,31.0,38.0,53
24.0,dn4,pkg34,31.0,38.0,43
24.0,dn5,pkg34,31.0,38.0,43
24.0,dn6,pkg34,31.0,38.0,43
24.0,dn7,pkg34,31.0,38.0,55
24.0,dn8,pkg34,31.0,38.0,55
24.0,dn9,pkg34,31.0,38.0,55
24.0,dn10,pkg34,31.0,38.0,46
24.0,dn11,pkg34,31.0,38.0,46
24.0,dn12,pkg34,31.0,38.0,46
24.0,dn13,pkg34,31.0,38.0,57
24.0,dn14,pkg34,31.0,38.0,57
24.0,dn15,pkg34,31.0,38.0,57
25.0,dn1,pkg35,30.0,37.0,50
25.0,dn2,pkg35,30.0,37.0,50
25.0,dn3,pkg35,30.0,37.0,50
25.0,dn4,pkg35,30.0,37.0,51
25.0,dn5,pkg35,30.0,37.0,51
25.0,dn6,pkg35,30.0,37.0,51
25.0,dn7,pkg35,30.0,37.0,39
25.0,dn8,pkg35,30.0,37.0,39
25.0,dn9,pkg35,30.0,37.0,39
25.0,dn10,pkg35,30.0,37.0,56
25.0,dn11,pkg35,30.0,37.0,56
25.0,dn12,pkg35,30.0,37.0,56
25.0,dn13,pkg35,30.0,37.0,44
25.0,dn14,pkg35,30.0,37.0,44
25.0,dn15,pkg35,30.0,37.0,44
27.0,dn1,pkg36,35.0,41.0,54
27.0,dn2,pkg36,35.0,41.0,54
27.0,dn3,pkg36,35.0,41.0,54
27.0,dn4,pkg36,35.0,41.0,47
27.0,dn5,pkg36,35.0,41.0,47
27.0,dn6,pkg36,35.0,41.0,47
27.0,dn7,pkg36,35.0,41.0,49
27.0,dn8,pkg36,35.0,41.0,49
27.0,dn9,pkg36,35.0,41.0,49
27.0,dn10,pkg36,35.0,41.0,54
27.0,dn11,pkg36,35.0,41.0,54
27.0,dn12,pkg36,35.0,41.0,54
27.0,dn13,pkg36,35.0,41.0,53
27.0,dn14,pkg36,35.0,41.0,53
27.0,dn15,pkg36,35.0,41.0,53
28.0,dn1,pkg37,38.0,46.0,54
28.0,dn2,pkg37,38.0,46.0,54
28.0,dn3,pkg37,38.0,46.0,54
28.0,dn4,pkg37,38.0,46.0,63
28.0,dn5,pkg37,38.0,46.0,63
28.0,dn6,pkg37,38.0,46.0,63
28.0,dn7,pkg37,38.0,46.0,57
28.0,dn8,pkg37,38.0,46.0,57
28.0,dn9,pkg37,38.0,46.0,57
28.0,dn10,pkg37,38.0,46.0,63
28.0,dn11,pkg37,38.0,46.0,63
28.0,dn12,pkg37,38.0,46.0,63
28.0,dn13,pkg37,38.0,46.0,50
28.0,dn14,pkg37,38.0,46.0,50
28.0,dn15,pkg37,38.0,46.0,50
30.0,dn1,pkg38,36.0,41.0,50
30.0,dn2,pkg38,36.0,41.0,50
30.0,dn3,pkg38,36.0,41.0,50
30.0,dn4,pkg38,36.0,41.0,55
30.0,dn5,pkg38,36.0,41.0,55
30.0,dn6,pkg38,36.0,41.0,55
30.0,dn7,pkg38,36.0,41.0,47
30.0,dn8,pkg38,36.0,41.0,47
30.0,dn9,pkg38,36.0,41.0,47
30.0,dn10,pkg38,36.0,41.0,57
30.0,dn11,pkg38,36.0,41.0,57
30.0,dn12,pkg38,36.0,41.0,57
30.0,dn13,pkg38,36.0,41.0,44
30.0,dn14,pkg38,36.0,41.0,44
30.0,dn15,pkg38,36.0,41.0,44
31.0,dn1,pkg39,36.0,45.0,57
31.0,dn2,pkg39,36.0,45.0,57
31.0,dn3,pkg39,36.0,45.0,57
31.0,dn4,pkg39,36.0,45.0,53
31.0,dn5,pkg39,36.0,45.0,53
31.0,dn6,pkg39,36.0,45.0,53
31.0,dn7,pkg39,36.0,45.0,64
31.0,dn8,pkg39,36.0,45.0,64
31.0,dn9,pkg39,36.0,45.0,64
31.0,dn10,pkg39,36.0,45.0,49
31.0,dn11,pkg39,36.0,45.0,49
31.0,dn12,pkg39,36.0,45.0,49
31.0,dn13,pkg39,36.0,45.0,64
31.0,dn14,pkg39,36.0,45.0,64
31.0,dn15,pkg39,36.0,45.0,64
32.0,dn1,pkg40,38.0,43.0,55
32.0,dn2,pkg40,38.0,43.0,55
32.0,dn3,pkg40,38.0,43.0,55
32.0,dn4,pkg40,38.0,43.0,51
32.0,dn5,pkg40,38.0,43.0,51
32.0,dn6,pkg40,38.0,43.0,51
32.0,dn7,pkg40,38.0,43.0,48
32.0,dn8,pkg40,38.0,43.0,48
32.0,dn9,pkg40,38.0,43.0,48
32.0,dn10,pkg40,38.0,43.0,57
32.0,dn11,pkg40,38.0,43.0,57
32.0,dn12,pkg40,38.0,43.0,57
32.0,dn13,pkg40,38.0,43.0,53
32.0,dn14,pkg40,38.0,43.0,53
32.0,dn15,pkg40,38.0,43.0,53
33.0,dn1,pkg41,38.0,45.0,53
33.0,dn2,pkg41,38.0,45.0,53
33.0,dn3,pkg41,38.0,45.0,53
33.0,dn4,pkg41,38.0,45.0,63
33.0,dn5,pkg41,38.0,45.0,63
33.0,dn6,pkg41,38.0,45.0,63
33.0,dn7,pkg41,38.0,45.0,57
