timestep,drone,package,earliest_time_attempt,latest_time_attemp,success_return
50.0,dn4,pkg47,55.0,62.0,81
50.0,dn5,pkg47,55.0,62.0,81
50.0,dn6,pkg47,55.0,62.0,81
50.0,dn7,pkg47,55.0,62.0,71
50.0,dn8,pkg47,55.0,62.0,71
50.0,dn9,pkg47,55.0,62.0,71
50.0,dn10,pkg47,55.0,62.0,83
50.0,dn11,pkg47,55.0,62.0,83
50.0,dn12,pkg47,55.0,62.0,83
50.0,dn13,pkg47,55.0,62.0,66
50.0,dn14,pkg47,55.0,62.0,66
50.0,dn15,pkg47,55.0,62.0,66
52.0,dn1,pkg48,58.0,67.0,79
52.0,dn2,pkg48,58.0,67.0,79
52.0,dn3,pkg48,58.0,67.0,79
52.0,dn4,pkg48,58.0,67.0,73
52.0,dn5,pkg48,58.0,67.0,73
52.0,dn6,pkg48,58.0,67.0,73
52.0,dn7,pkg48,58.0,67.0,74
52.0,dn8,pkg48,58.0,67.0,74
52.0,dn9,pkg48,58.0,67.0,74
52.0,dn10,pkg48,58.0,67.0,80
52.0,dn11,pkg48,58.0,67.0,80
52.0,dn12,pkg48,58.0,67.0,80
52.0,dn13,pkg48,58.0,67.0,78
52.0,dn14,pkg48,58.0,67.0,78
52.0,dn15,pkg48,58.0,67.0,78
58.0,dn1,pkg49,68.0,73.0,88
58.0,dn2,pkg49,68.0,73.0,88
58.0,dn3,pkg49,68.0,73.0,88
58.0,dn4,pkg49,68.0,73.0,83
58.0,dn5,pkg49,68.0,73.0,83
58.0,dn6,pkg49,68.0,73.0,83
58.0,dn7,pkg49,68.0,73.0,77
58.0,dn8,pkg49,68.0,73.0,77
58.0,dn9,pkg49,68.0,73.0,77
58.0,dn10,pkg49,68.0,73.0,91
58.0,dn11,pkg49,68.0,73.0,91
58.0,dn12,pkg49,68.0,73.0,91
58.0,dn13,pkg49,68.0,73.0,84
58.0,dn14,pkg49,68.0,73.0,84
58.0,dn15,pkg49,68.0,73.0,84
60.0,dn1,pkg50,66.0,72.0,77
60.0,dn2,pkg50,66.0,72.0,77
60.0,dn3,pkg50,66.0,72.0,77
60.0,dn4,pkg50,66.0,72.0,90
60.0,dn5,pkg50,66.0,72.0,90
60.0,dn6,pkg50,66.0,72.0,90
60.0,dn7,pkg50,66.0,72.0,89
60.0,dn8,pkg50,66.0,72.0,89
60.0,dn9,pkg50,66.0,72.0,89
60.0,dn10,pkg50,66.0,72.0,86
60.0,dn11,pkg50,66.0,72.0,86
60.0,dn12,pkg50,66.0,72.0,86
60.0,dn13,pkg50,66.0,72.0,83
60.0,dn14,pkg50,66.0,72.0,83
60.0,dn15,pkg50,66.0,72.0,83
61.0,dn1,pkg51,68.0,78.0,94
61.0,dn2,pkg51,68.0,78.0,94
61.0,dn3,pkg51,68.0,78.0,94
61.0,dn4,pkg51,68.0,78.0,85
61.0,dn5,pkg51,68.0,78.0,85
61.0,dn6,pkg51,68.0,78.0,85
61.0,dn7,pkg51,68.0,78.0,87
61.0,dn8,pkg51,68.0,78.0,87
61.0,dn9,pkg51,68.0,78.0,87
61.0,dn10,pkg51,68.0,78.0,94
61.0,dn11,pkg51,68.0,78.0,94
61.0,dn12,pkg51,68.0,78.0,94
61.0,dn13,pkg51,68.0,78.0,93
61.0,dn14,pkg51,68.0,78.0,93
61.0,dn15,pkg51,68.0,78.0,93
62.0,dn1,pkg52,68.0,77.0,81
62.0,dn2,pkg52,68.0,77.0,81
62.0,dn3,pkg52,68.0,77.0,81
62.0,dn4,pkg52,68.0,77.0,92
62.0,dn5,pkg52,68.0,77.0,92
62.0,dn6,pkg52,68.0,77.0,92
62.0,dn7,pkg52,68.0,77.0,88
62.0,dn8,pkg52,68.0,77.0,88
62.0,dn9,pkg52,68.0,77.0,88
62.0,dn10,pkg52,68.0,77.0,90
62.0,dn11,pkg52,68.0,77.0,90
62.0,dn12,pkg52,68.0,77.0,90
62.0,dn13,pkg52,68.0,77.0,83
62.0,dn14,pkg52,68.0,77.0,83
62.0,dn15,pkg52,68.0,77.0,83
63.0,dn1,pkg53,72.0,79.0,92
63.0,dn2,pkg53,72.0,79.0,92
63.0,dn3,pkg53,72.0,79.0,92
63.0,dn4,pkg53,72.0,79.0,88
63.0,dn5,pkg53,72.0,79.0,88
63.0,dn6,pkg53,72.0,79.0,88
63.0,dn7,pkg53,72.0,79.0,84
63.0,dn8,pkg53,72.0,79.0,84
63.0,dn9,pkg53,72.0,79.0,84
63.0,dn10,pkg53,72.0,79.0,95
63.0,dn11,pkg53,72.0,79.0,95
63.0,dn12,pkg53,72.0,79.0,95
63.0,dn13,pkg53,72.0,79.0,89
63.0,dn14,pkg53,72.0,79.0,89
63.0,dn15,pkg53,72.0,79.0,89
64.0,dn1,pkg54,74.0,83.0,91
64.0,dn2,pkg54,74.0,83.0,91
64.0,dn3,pkg54,74.0,83.0,91
64.0,dn4,pkg54,74.0,83.0,89
64.0,dn5,pkg54,74.0,83.0,89
64.0,dn6,pkg54,74.0,83.0,89
64.0,dn7,pkg54,74.0,83.0,95
64.0,dn8,pkg54,74.0,83.0,95
64.0,dn9,pkg54,74.0,83.0,95
64.0,dn10,pkg54,74.0,83.0,90
64.0,dn11,pkg54,74.0,83.0,90
64.0,dn12,pkg54,74.0,83.0,90
64.0,dn13,pkg54,74.0,83.0,96
64.0,dn14,pkg54,74.0,83.0,96
64.0,dn15,pkg54,74.0,83.0,96
68.0,dn1,pkg55,73.0,78.0,93
68.0,dn2,pkg55,73.0,78.0,93
68.0,dn3,pkg55,73.0,78.0,93
68.0,dn4,pkg55,73.0,78.0,95
68.0,dn5,pkg55,73.0,78.0,95
68.0,dn6,pkg55,73.0,78.0,95
68.0,dn7,pkg55,73.0,78.0,83
68.0,dn8,pkg55,73.0,78.0,83
68.0,dn9,pkg55,73.0,78.0,83
68.0,dn10,pkg55,73.0,78.0,99
68.0,dn11,pkg55,73.0,78.0,99
68.0,dn12,pkg55,73.0,78.0,99
68.0,dn13,pkg55,73.0,78.0,85
68.0,dn14,pkg55,73.0,78.0,85
68.0,dn15,pkg55,73.0,78.0,85
71.0,dn1,pkg56,80.0,88.0,105
71.0,dn2,pkg56,80.0,88.0,105
71.0,dn3,pkg56,80.0,88.0,105
71.0,dn4,pkg56,80.0,88.0,93
71.0,dn5,pkg56,80.0,88.0,93
71.0,dn6,pkg56,80.0,88.0,93
71.0,dn7,pkg56,80.0,88.0,100
71.0,dn8,pkg56,80.0,88.0,100
71.0,dn9,pkg56,80.0,88.0,100
71.0,dn10,pkg56,80.0,88.0,102
71.0,dn11,pkg56,80.0,88.0,102
71.0,dn12,pkg56,80.0,88.0,102
71.0,dn13,pkg56,80.0,88.0,105
71.0,dn14,pkg56,80.0,88.0,105
71.0,dn15,pkg56,80.0,88.0,105
74.0,dn1,pkg57,81.0,89.0,102
74.0,dn2,pkg57,81.0,89.0,102
74.0,dn3,pkg57,81.0,89.0,102
74.0,dn4,pkg57,81.0,89.0,90
74.0,dn5,pkg57,81.0,89.0,90
74.0,dn6,pkg57,81.0,89.0,90
74.0,dn7,pkg57,81.0,89.0,102
74.0,dn8,pkg57,81.0,89.0,102
74.0,dn9,pkg57,81.0,89.0,102
74.0,dn10,pkg57,81.0,89.0,99
74.0,dn11,pkg57,81.0,89.0,99
74.0,dn12,pkg57,81.0,89.0,99
74.0,dn13,pkg57,81.0,89.0,105
74.0,dn14,pkg57,81.0,89.0,105
74.0,dn15,pkg57,81.0,89.0,105
77.0,dn1,pkg58,82.0,92.0,108
77.0,dn2,pkg58,82.0,92.0,108
77.0,dn3,pkg58,82.0,92.0,108
77.0,dn4,pkg58,82.0,92.0,107
77.0,dn5,pkg58,82.0,92.0,107
77.0,dn6,pkg58,82.0,92.0,107
77.0,dn7,pkg58,82.0,92.0,95
77.0,dn8,pkg58,82.0,92.0,95
77.0,dn9,pkg58,82.0,92.0,95
77.0,dn10,pkg58,82.0,92.0,113
77.0,dn11,pkg58,82.0,92.0,113
77.0,dn12,pkg58,82.0,92.0,113
77.0,dn13,pkg58,82.0,92.0,101
77.0,dn14,pkg58,82.0,92.0,101
77.0,dn15,pkg58,82.0,92.0,101
78.0,dn1,pkg59,87.0,96.0,102
78.0,dn2,pkg59,87.0,96.0,102
78.0,dn3,pkg59,87.0,96.0,102
78.0,dn4,pkg59,87.0,96.0,115
78.0,dn5,pkg59,87.0,96.0,115
78.0,dn6,pkg59,87.0,96.0,115
78.0,dn7,pkg59,87.0,96.0,113
78.0,dn8,pkg59,87.0,96.0,113
78.0,dn9,pkg59,87.0,96.0,113
78.0,dn10,pkg59,87.0,96.0,111
78.0,dn11,pkg59,87.0,96.0,111
78.0,dn12,pkg59,87.0,96.0,111
78.0,dn13,pkg59,87.0,96.0,106
78.0,dn14,pkg59,87.0,96.0,106
78.0,dn15,pkg59,87.0,96.0,106
79.0,dn1,pkg60,85.0,90.0,100
79.0,dn2,pkg60,85.0,90.0,100
79.0,dn3,pkg60,85.0,90.0,100
79.0,dn4,pkg60,85.0,90.0,104
79.0,dn5,pkg60,85.0,90.0,104
79.0,dn6,pkg60,85.0,90.0,104
79.0,dn7,pkg60,85.0,90.0,96
79.0,dn8,pkg60,85.0,90.0,96
79.0,dn9,pkg60,85.0,90.0,96
79.0,dn10,pkg60,85.0,90.0,107
79.0,dn11,pkg60,85.0,90.0,107
79.0,dn12,pkg60,85.0,90.0,107
79.0,dn13,pkg60,85.0,90.0,93
79.0,dn14,pkg60,85.0,90.0,93
79.0,dn15,pkg60,85.0,90.0,93
80.0,dn1,pkg61,88.0,95.0,106
80.0,dn2,pkg61,88.0,95.0,106
80.0,dn3,pkg61,88.0,95.0,106
80.0,dn4,pkg61,88.0,95.0,104
80.0,dn5,pkg61,88.0,95.0,104
80.0,dn6,pkg61,88.0,95.0,104
80.0,dn7,pkg61,88.0,95.0,113
80.0,dn8,pkg61,88.0,95.0,113
80.0,dn9,pkg61,88.0,95.0,113
80.0,dn10,pkg61,88.0,95.0,97
80.0,dn11,pkg61,88.0,95.0,97
80.0,dn12,pkg61,88.0,95.0,97
80.0,dn13,pkg61,88.0,95.0,113
80.0,dn14,pkg61,88.0,95.0,113
80.0,dn15,pkg61,88.0,95.0,113
83.0,dn1,pkg62,93.0,99.0,112
83.0,dn2,pkg62,93.0,99.0,112
83.0,dn3,pkg62,93.0,99.0,112
83.0,dn4,pkg62,93.0,99.0,110
83.0,dn5,pkg62,93.0,99.0,110
83.0,dn6,pkg62,93.0,99.0,110
83.0,dn7,pkg62,93.0,99.0,102
83.0,dn8,pkg62,93.0,99.0,102
83.0,dn9,pkg62,93.0,99.0,102
83.0,dn10,pkg62,93.0,99.0,115
83.0,dn11,pkg62,93.0,99.0,115
83.0,dn12,pkg62,93.0,99.0,115
83.0,dn13,pkg62,93.0,99.0,108
83.0,dn14,pkg62,93.0,99.0,108
83.0,dn15,pkg62,93.0,99.0,108
84.0,dn1,pkg63,93.0,101.0,105
84.0,dn2,pkg63,93.0,101.0,105
84.0,dn3,pkg63,93.0,101.0,105
84.0,dn4,pkg63,93.0,101.0,114
84.0,dn5,pkg63,93.0,101.0,114
84.0,dn6,pkg63,93.0,101.0,114
84.0,dn7,pkg63,93.0,101.0,117
84.0,dn8,pkg63,93.0,101.0,117
84.0,dn9,pkg63,93.0,101.0,117
84.0,dn10,pkg63,93.0,101.0,108
84.0,dn11,pkg63,93.0,101.0,108
84.0,dn12,pkg63,93.0,101.0,108
84.0,dn13,pkg63,93.0,101.0,114
84.0,dn14,pkg63,93.0,101.0,114
84.0,dn15,pkg63,93.0,101.0,114
85.0,dn1,pkg64,94.0,104.0,121
85.0,dn2,pkg64,94.0,104.0,121
85.0,dn3,pkg64,94.0,104.0,121
85.0,dn4,pkg64,94.0,104.0,109
85.0,dn5,pkg64,94.0,104.0,109
85.0,dn6,pkg64,94.0,104.0,109
85.0,dn7,pkg64,94.0,104.0,117
85.0,dn8,pkg64,94.0,104.0,117
85.0,dn9,pkg64,94.0,104.0,117
85.0,dn10,pkg64,94.0,104.0,118
85.0,dn11,pkg64,94.0,104.0,118
85.0,dn12,pkg64,94.0,104.0,118
85.0,dn13,pkg64,94.0,104.0,122
85.0,dn14,pkg64,94.0,104.0,122
85.0,dn15,pkg64,94.0,104.0,122
87.0,dn1,pkg65,93.0,101.0,115
87.0,dn2,pkg65,93.0,101.0,115
87.0,dn3,pkg65,93.0,101.0,115
87.0,dn4,pkg65,93.0,101.0,107
87.0,dn5,pkg65,93.0,101.0,107
87.0,dn6,pkg65,93.0,101.0,107
87.0,dn7,pkg65,93.0,101.0,109
87.0,dn8,pkg65,93.0,101.0,109
87.0,dn9,pkg65,93.0,101.0,109
87.0,dn10,pkg65,93.0,101.0,116
87.0,dn11,pkg65,93.0,101.0,116
87.0,dn12,pkg65,93.0,101.0,116
87.0,dn13,pkg65,93.0,101.0,114
87.0,dn14,pkg65,93.0,101.0,114
87.0,dn15,pkg65,93.0,101.0,114
88.0,dn1,pkg66,96.0,101.0,117
88.0,dn2,pkg66,96.0,101.0,117
88.0,dn3,pkg66,96.0,101.0,117
88.0,dn4,pkg66,96.0,101.0,112
88.0,dn5,pkg66,96.0,101.0,112
88.0,dn6,pkg66,96.0,101.0,112
88.0,dn7,pkg66,96.0,101.0,106
88.0,dn8,pkg66,96.0,101.0,106
88.0,dn9,pkg66,96.0,101.0,106
88.0,dn10,pkg66,96.0,101.0,120
88.0,dn11,pkg66,96.0,101.0,120
88.0,dn12,pkg66,96.0,101.0,120
88.0,dn13,pkg66,96.0,101.0,113
88.0,dn14,pkg66,96.0,101.0,113
88.0,dn15,pkg66,96.0,101.0,113
89.0,dn1,pkg67,95.0,103.0,110
89.0,dn2,pkg67,95.0,103.0,110
89.0,dn3,pkg67,95.0,103.0,110
89.0,dn4,pkg67,95.0,103.0,120
89.0,dn5,pkg67,95.0,103.0,120
89.0,dn6,pkg67,95.0,103.0,120
89.0,dn7,pkg67,95.0,103.0,114
89.0,dn8,pkg67,95.0,103.0,114
89.0,dn9,pkg67,95.0,103.0,114
89.0,dn10,pkg67,95.0,103.0,119
89.0,dn11,pkg67,95.0,103.0,119
89.0,dn12,pkg67,95.0,103.0,119
89.0,dn13,pkg67,95.0,103.0,107
89.0,dn14,pkg67,95.0,103.0,107
89.0,dn15,pkg67,95.0,103.0,107
91.0,dn1,pkg68,99.0,106.0,117
91.0,dn2,pkg68,99.0,106.0,117
91.0,dn3,pkg68,99.0,106.0,117
91.0,dn4,pkg68,99.0,106.0,110
91.0,dn5,pkg68,99.0,106.0,110
91.0,dn6,pkg68,99.0,106.0,110
91.0,dn7,pkg68,99.0,106.0,120
91.0,dn8,pkg68,99.0,106.0,120
91.0,dn9,pkg68,99.0,106.0,120
91.0,dn10,pkg68,99.0,106.0,112
91.0,dn11,pkg68,99.0,106.0,112
91.0,dn12,pkg68,99.0,106.0,112
91.0,dn13,pkg68,99.0,106.0,121
91.0,dn14,pkg68,99.0,106.0,121
91.0,dn15,pkg68,99.0,106.0,121
92.0,dn1,pkg69,101.0,110.0,124
92.0,dn2,pkg69,101.0,110.0,124
92.0,dn3,pkg69,101.0,110.0,124
92.0,dn4,pkg69,101.0,110.0,114
92.0,dn5,pkg69,101.0,110.0,114
92.0,dn6,pkg69,101.0,110.0,114
92.0,dn7,pkg69,101.0,110.0,126
92.0,dn8,pkg69,101.0,110.0,126
92.0,dn9,pkg69,101.0,110.0,126
92.0,dn10,pkg69,101.0,110.0,118
92.0,dn11,pkg69,101.0,110.0,118
92.0,dn12,pkg69,101.0,110.0,118
92.0,dn13,pkg69,101.0,110.0,128
92.0,dn14,pkg69,101.0,110.0,128
92.0,dn15,pkg69,101.0,110.0,128
96.0,dn1,pkg70,106.0,113.0,133
96.0,dn2,pkg70,106.0,113.0,133
96.0,dn3,pkg70,106.0,113.0,133
96.0,dn4,pkg70,106.0,113.0,123
96.0,dn5,pkg70,106.0,113.0,123
96.0,dn6,pkg70,106.0,113.0,123
96.0,dn7,pkg70,106.0,113.0,125
96.0,dn8,pkg70,106.0,113.0,125
96.0,dn9,pkg70,106.0,113.0,125
96.0,dn10,pkg70,106.0,113.0,133
96.0,dn11,pkg70,106.0,113.0,133
96.0,dn12,pkg70,106.0,113.0,133
96.0,dn13,pkg70,106.0,113.0,131
96.0,dn14,pkg70,106.0,113.0,131
96.0,dn15,pkg70,106.0,113.0,131
97.0,dn1,pkg71,102.0,110.0,123
97.0,dn2,pkg71,102.0,110.0,123
97.0,dn3,pkg71,102.0,110.0,123
97.0,dn4,pkg71,102.0,110.0,127
97.0,dn5,pkg71,102.0,110.0,127
97.0,dn6,pkg71,102.0,110.0,127
97.0,dn7,pkg71,102.0,110.0,115
97.0,dn8,pkg71,102.0,110.0,115
97.0,dn9,pkg71,102.0,110.0,115
97.0,dn10,pkg71,102.0,110.0,130
97.0,dn11,pkg71,102.0,110.0,130
97.0,dn12,pkg71,102.0,110.0,130
97.0,dn13,pkg71,102.0,110.0,115
97.0,dn14,pkg71,102.0,110.0,115
97.0,dn15,pkg71,102.0,110.0,115
99.0,dn1,pkg72,104.0,114.0,117
99.0,dn2,pkg72,104.0,114.0,117
99.0,dn3,pkg72,104.0,114.0,117
99.0,dn4,pkg72,104.0,114.0,130
99.0,dn5,pkg72,104.0,114.0,130
99.0,dn6,pkg72,104.0,114.0,130
99.0,dn7,pkg72,104.0,114.0,128
99.0,dn8,pkg72,104.0,114.0,128
99.0,dn9,pkg72,104.0,114.0,128
99.0,dn10,pkg72,104.0,114.0,127
99.0,dn11,pkg72,104.0,114.0,127
99.0,dn12,pkg72,104.0,114.0,127
99.0,dn13,pkg72,104.0,114.0,122
99.0,dn14,pkg72,104.0,114.0,122
99.0,dn15,pkg72,104.0,114.0,122
0.0,dn1,pkg1,7.0,12.0,27
0.0,dn1,pkg2,9.0,18.0,34
0.0,dn1,pkg3,8.0,15.0,22
0.0,dn1,pkg4,5.0,14.0,30
0.0,dn1,pkg5,7.0,16.0,26
0.0,dn1,pkg6,9.0,14.0,26
0.0,dn1,pkg7,7.0,12.0,26
0.0,dn1,pkg8,8.0,18.0,22
0.0,dn1,pkg9,8.0,14.0,19
0.0,dn1,pkg10,5.0,15.0,22
0.0,dn1,pkg11,6.0,13.0,25
0.0,dn1,pkg12,7.0,13.0,21
0.0,dn1,pkg13,9.0,15.0,36
0.0,dn1,pkg14,9.0,16.0,24
0.0,dn1,pkg15,9.0,15.0,33
0.0,dn1,pkg16,5.0,10.0,24
0.0,dn1,pkg17,8.0,14.0,26
0.0,dn1,pkg18,9.0,14.0,28
0.0,dn1,pkg19,5.0,15.0,19
0.0,dn1,pkg20,7.0,16.0,24
0.0,dn1,pkg21,6.0,14.0,24
0.0,dn1,pkg22,7.0,13.0,23
0.0,dn2,pkg1,7.0,12.0,27
0.0,dn2,pkg2,9.0,18.0,34
0.0,dn2,pkg3,8.0,15.0,22
0.0,dn2,pkg4,5.0,14.0,30
0.0,dn2,pkg5,7.0,16.0,26
0.0,dn2,pkg6,9.0,14.0,26
0.0,dn2,pkg7,7.0,12.0,26
0.0,dn2,pkg8,8.0,18.0,22
0.0,dn2,pkg9,8.0,14.0,19
0.0,dn2,pkg10,5.0,15.0,22
0.0,dn2,pkg11,6.0,13.0,25
0.0,dn2,pkg12,7.0,13.0,21
0.0,dn2,pkg13,9.0,15.0,36
0.0,dn2,pkg14,9.0,16.0,24
0.0,dn2,pkg15,9.0,15.0,33
0.0,dn2,pkg16,5.0,10.0,24
0.0,dn2,pkg17,8.0,14.0,26
0.0,dn2,pkg18,9.0,14.0,28
0.0,dn2,pkg19,5.0,15.0,19
0.0,dn2,pkg20,7.0,16.0,24
0.0,dn2,pkg21,6.0,14.0,24
0.0,dn2,pkg22,7.0,13.0,23
0.0,dn3,pkg1,7.0,12.0,27
0.0,dn3,pkg2,9.0,18.0,34
0.0,dn3,pkg3,8.0,15.0,22
0.0,dn3,pkg4,5.0,14.0,30
0.0,dn3,pkg5,7.0,16.0,26
0.0,dn3,pkg6,9.0,14.0,26
0.0,dn3,pkg7,7.0,12.0,26
0.0,dn3,pkg8,8.0,18.0,22
0.0,dn3,pkg9,8.0,14.0,19
0.0,dn3,pkg10,5.0,15.0,22
0.0,dn3,pkg11,6.0,13.0,25
0.0,dn3,pkg12,7.0,13.0,21
0.0,dn3,pkg13,9.0,15.0,36
0.0,dn3,pkg14,9.0,16.0,24
0.0,dn3,pkg15,9.0,15.0,33
0.0,dn3,pkg16,5.0,10.0,24
0.0,dn3,pkg17,8.0,14.0,26
0.0,dn3,pkg18,9.0,14.0,28
0.0,dn3,pkg19,5.0,15.0,19
0.0,dn3,pkg20,7.0,16.0,24
0.0,dn3,pkg21,6.0,14.0,24
0.0,dn3,pkg22,7.0,13.0,23
0.0,dn4,pkg1,7.0,12.0,21
0.0,dn4,pkg2,9.0,18.0,36
0.0,dn4,pkg3,8.0,15.0,22
0.0,dn4,pkg4,5.0,14.0,18
0.0,dn4,pkg5,7.0,16.0,26
0.0,dn4,pkg6,9.0,14.0,25
0.0,dn4,pkg7,7.0,12.0,17
0.0,dn4,pkg8,8.0,18.0,33
0.0,dn4,pkg9,8.0,14.0,31
0.0,dn4,pkg10,5.0,15.0,26
0.0,dn4,pkg11,6.0,13.0,28
0.0,dn4,pkg12,7.0,13.0,22
0.0,dn4,pkg13,9.0,15.0,26
0.0,dn4,pkg14,9.0,16.0,32
0.0,dn4,pkg15,9.0,15.0,21
0.0,dn4,pkg16,5.0,10.0,23
0.0,dn4,pkg17,8.0,14.0,33
0.0,dn4,pkg18,9.0,14.0,21
0.0,dn4,pkg19,5.0,15.0,31
0.0,dn4,pkg20,7.0,16.0,27
0.0,dn4,pkg21,6.0,14.0,22
0.0,dn4,pkg22,7.0,13.0,22
0.0,dn5,pkg1,7.0,12.0,21
0.0,dn5,pkg2,9.0,18.0,36
0.0,dn5,pkg3,8.0,15.0,22
0.0,dn5,pkg4,5.0,14.0,18
0.0,dn5,pkg5,7.0,16.0,26
0.0,dn5,pkg6,9.0,14.0,25
0.0,dn5,pkg7,7.0,12.0,17
0.0,dn5,pkg8,8.0,18.0,33
0.0,dn5,pkg9,8.0,14.0,31
0.0,dn5,pkg10,5.0,15.0,26
0.0,dn5,pkg11,6.0,13.0,28
0.0,dn5,pkg12,7.0,13.0,22
0.0,dn5,pkg13,9.0,15.0,26
0.0,dn5,pkg14,9.0,16.0,32
0.0,dn5,pkg15,9.0,15.0,21
0.0,dn5,pkg16,5.0,10.0,23
0.0,dn5,pkg17,8.0,14.0,33
0.0,dn5,pkg18,9.0,14.0,21
0.0,dn5,pkg19,5.0,15.0,31
0.0,dn5,pkg20,7.0,16.0,27
0.0,dn5,pkg21,6.0,14.0,22
0.0,dn5,pkg22,7.0,13.0,22
0.0,dn6,pkg1,7.0,12.0,21
0.0,dn6,pkg2,9.0,18.0,36
0.0,dn6,pkg3,8.0,15.0,22
0.0,dn6,pkg4,5.0,14.0,18
0.0,dn6,pkg5,7.0,16.0,26
0.0,dn6,pkg6,9.0,14.0,25
0.0,dn6,pkg7,7.0,12.0,17
0.0,dn6,pkg8,8.0,18.0,33
0.0,dn6,pkg9,8.0,14.0,31
0.0,dn6,pkg10,5.0,15.0,26
0.0,dn6,pkg11,6.0,13.0,28
0.0,dn6,pkg12,7.0,13.0,22
0.0,dn6,pkg13,9.0,15.0,26
0.0,dn6,pkg14,9.0,16.0,32
0.0,dn6,pkg15,9.0,15.0,21
0.0,dn6,pkg16,5.0,10.0,23
0.0,dn6,pkg17,8.0,14.0,33
0.0,dn6,pkg18,9.0,14.0,21
0.0,dn6,pkg19,5.0,15.0,31
0.0,dn6,pkg20,7.0,16.0,27
0.0,dn6,pkg21,6.0,14.0,22
0.0,dn6,pkg22,7.0,13.0,22
0.0,dn7,pkg1,7.0,12.0,33
0.0,dn7,pkg2,9.0,18.0,23
0.0,dn7,pkg3,8.0,15.0,27
0.0,dn7,pkg4,5.0,14.0,26
0.0,dn7,pkg5,7.0,16.0,21
0.0,dn7,pkg6,9.0,14.0,34
0.0,dn7,pkg7,7.0,12.0,21
0.0,dn7,pkg8,8.0,18.0,35
0.0,dn7,pkg9,8.0,14.0,33
0.0,dn7,pkg10,5.0,15.0,22
0.0,dn7,pkg11,6.0,13.0,17
0.0,dn7,pkg12,7.0,13.0,20
0.0,dn7,pkg13,9.0,15.0,27
0.0,dn7,pkg14,9.0,16.0,26
0.0,dn7,pkg15,9.0,15.0,28
0.0,dn7,pkg16,5.0,10.0,11
0.0,dn7,pkg17,8.0,14.0,23
0.0,dn7,pkg18,9.0,14.0,33
0.0,dn7,pkg19,5.0,15.0,32
0.0,dn7,pkg20,7.0,16.0,34
0.0,dn7,pkg21,6.0,14.0,20
0.0,dn7,pkg22,7.0,13.0,18
0.0,dn8,pkg1,7.0,12.0,33
0.0,dn8,pkg2,9.0,18.0,23
0.0,dn8,pkg3,8.0,15.0,27
0.0,dn8,pkg4,5.0,14.0,26
0.0,dn8,pkg5,7.0,16.0,21
0.0,dn8,pkg6,9.0,14.0,34
0.0,dn8,pkg7,7.0,12.0,21
0.0,dn8,pkg8,8.0,18.0,35
0.0,dn8,pkg9,8.0,14.0,33
0.0,dn8,pkg10,5.0,15.0,22
0.0,dn8,pkg11,6.0,13.0,17
0.0,dn8,pkg12,7.0,13.0,20
0.0,dn8,pkg13,9.0,15.0,27
0.0,dn8,pkg14,9.0,16.0,26
0.0,dn8,pkg15,9.0,15.0,28
0.0,dn8,pkg16,5.0,10.0,11
0.0,dn8,pkg17,8.0,14.0,23
0.0,dn8,pkg18,9.0,14.0,33
0.0,dn8,pkg19,5.0,15.0,32
0.0,dn8,pkg20,7.0,16.0,34
0.0,dn8,pkg21,6.0,14.0,20
0.0,dn8,pkg22,7.0,13.0,18
0.0,dn9,pkg1,7.0,12.0,33
0.0,dn9,pkg2,9.0,18.0,23
0.0,dn9,pkg3,8.0,15.0,27
0.0,dn9,pkg4,5.0,14.0,26
0.0,dn9,pkg5,7.0,16.0,21
0.0,dn9,pkg6,9.0,14.0,34
0.0,dn9,pkg7,7.0,12.0,21
0.0,dn9,pkg8,8.0,18.0,35
0.0,dn9,pkg9,8.0,14.0,33
0.0,dn9,pkg10,5.0,15.0,22
0.0,dn9,pkg11,6.0,13.0,17
0.0,dn9,pkg12,7.0,13.0,20
0.0,dn9,pkg13,9.0,15.0,27
0.0,dn9,pkg14,9.0,16.0,26
0.0,dn9,pkg15,9.0,15.0,28
0.0,dn9,pkg16,5.0,10.0,11
0.0,dn9,pkg17,8.0,14.0,23
0.0,dn9,pkg18,9.0,14.0,33
0.0,dn9,pkg19,5.0,15.0,32
0.0,dn9,pkg20,7.0,16.0,34
0.0,dn9,pkg21,6.0,14.0,20
0.0,dn9,pkg22,7.0,13.0,18
0.0,dn10,pkg1,7.0,12.0,18
0.0,dn10,pkg2,9.0,18.0,40
0.0,dn10,pkg3,8.0,15.0,22
0.0,dn10,pkg4,5.0,14.0,27
0.0,dn10,pkg5,7.0,16.0,30
0.0,dn10,pkg6,9.0,14.0,17
0.0,dn10,pkg7,7.0,12.0,26
0.0,dn10,pkg8,8.0,18.0,27
0.0,dn10,pkg9,8.0,14.0,25
0.0,dn10,pkg10,5.0,15.0,28
0.0,dn10,pkg11,6.0,13.0,32
0.0,dn10,pkg12,7.0,13.0,25
0.0,dn10,pkg13,9.0,15.0,35
0.0,dn10,pkg14,9.0,16.0,32
0.0,dn10,pkg15,9.0,15.0,30
0.0,dn10,pkg16,5.0,10.0,29
0.0,dn10,pkg17,8.0,14.0,34
0.0,dn10,pkg18,9.0,14.0,20
0.0,dn10,pkg19,5.0,15.0,25
0.0,dn10,pkg20,7.0,16.0,19
0.0,dn10,pkg21,6.0,14.0,27
0.0,dn10,pkg22,7.0,13.0,27
